No,COL,ANPR,Adelante,HSBJ26,No,Video,2026-04-08 13:05:01,Frente de Vehículo,,,No,COL,ANPR,Adelante,HSBJ26,No,Video,2026-04-08 13:05:01,Frente de Vehículo
No,CHL,ANPR,Adelante,VCSJ66,No,Video,2026-04-08 13:05:04,Frente de Vehículo,,,No,CHL,ANPR,Adelante,VCSJ66,No,Video,2026-04-08 13:05:04,Frente de Vehículo
No,URY,ANPR,Adelante,SVDF24,No,Video,2026-04-08 13:05:04,Frente de Vehículo,,,No,URY,ANPR,Adelante,SVDF24,No,Video,2026-04-08 13:05:04,Frente de Vehículo
No,COL,ANPR,Atrás,PTWC49,No,Video,2026-04-08 13:05:06,Cola de Vehículo,,,No,COL,ANPR,Atrás,PTWC49,No,Video,2026-04-08 13:05:06,Cola de Vehículo
No,CHL,ANPR,Adelante,HWWV48,No,Video,2026-04-08 13:05:06,Frente de Vehículo,,,No,CHL,ANPR,Adelante,HWWV48,No,Video,2026-04-08 13:05:06,Frente de Vehículo
No,CHL,ANPR,Adelante,FLXX39,No,Video,2026-04-08 13:05:08,Frente de Vehículo,,,No,CHL,ANPR,Adelante,FLXX39,No,Video,2026-04-08 13:05:08,Frente de Vehículo
No,CHL,ANPR,Adelante,LKWL35,No,Video,2026-04-08 13:05:09,Frente de Vehículo,,,No,CHL,ANPR,Adelante,LKWL35,No,Video,2026-04-08 13:05:09,Frente de Vehículo
No,COL,ANPR,Adelante,VVVL16,No,Video,2026-04-08 13:05:11,Frente de Vehículo,,,No,COL,ANPR,Adelante,VVVL16,No,Video,2026-04-08 13:05:11,Frente de Vehículo
No,CHL,ANPR,Adelante,HVLK36,No,Video,2026-04-08 13:05:13,Frente de Vehículo,,,No,CHL,ANPR,Adelante,HVLK36,No,Video,2026-04-08 13:05:13,Frente de Vehículo
No,COL,ANPR,Adelante,FDZR32,No,Video,2026-04-08 13:05:15,Frente de Vehículo,,,No,COL,ANPR,Adelante,FDZR32,No,Video,2026-04-08 13:05:15,Frente de Vehículo
